Saint,Miracle,Feat,Other Factoids,Something Fishy,Sources
Eadnothus,,,,,wikipedia as interpreted by spellsoftruth
Eadsige,,,,,wikipedia as interpreted by spellsoftruth
Eadwold_of_Cerne,,,,,wikipedia as interpreted by spellsoftruth
Eanfl%C3%A6d,,,,,wikipedia as interpreted by spellsoftruth
Eanfleda,,,,,wikipedia as interpreted by spellsoftruth
Earconwald,,,,,wikipedia as interpreted by spellsoftruth
Earl_of_Orkney,,,,,wikipedia as interpreted by spellsoftruth
Eata,,,,,wikipedia as interpreted by spellsoftruth
Eata_of_Hexham,,,,,wikipedia as interpreted by spellsoftruth
Ebba,,,,,wikipedia as interpreted by spellsoftruth
Ebbo,,,,,wikipedia as interpreted by spellsoftruth
Eberhard_I_(archbishop_of_Salzburg),,,,,wikipedia as interpreted by spellsoftruth
Eberhard_of_Friuli,,,,,wikipedia as interpreted by spellsoftruth
Eberhard_of_Salzburg,,,,,wikipedia as interpreted by spellsoftruth
Eberigisil,,,,,wikipedia as interpreted by spellsoftruth
Ebontius,,,,,wikipedia as interpreted by spellsoftruth
Ebregislus,,,,,wikipedia as interpreted by spellsoftruth
Ebrulf,,,,,wikipedia as interpreted by spellsoftruth
Ecgberht_of_Ripon,,,,,wikipedia as interpreted by spellsoftruth
Ecumenical_Patriarch_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
Edbert,,,,,wikipedia as interpreted by spellsoftruth
Edburga_of_Minster-in-Thanet,,,,,wikipedia as interpreted by spellsoftruth
Edburga_of_Winchester,,,,,wikipedia as interpreted by spellsoftruth
Edgar_the_Peaceful,,,,,wikipedia as interpreted by spellsoftruth
Edistius,,,,,wikipedia as interpreted by spellsoftruth
Edistus,,,,,wikipedia as interpreted by spellsoftruth
Edith_Stein,,,,,wikipedia as interpreted by spellsoftruth
Edith_of_Polesworth,,,,,wikipedia as interpreted by spellsoftruth
Edith_of_Wilton,,,,,wikipedia as interpreted by spellsoftruth
Edmund_Arrowsmith,,,,,wikipedia as interpreted by spellsoftruth
Edmund_Bojanowski,,,,,wikipedia as interpreted by spellsoftruth
Edmund_Campion,,,,,wikipedia as interpreted by spellsoftruth
Edmund_Catheriek,,,,,wikipedia as interpreted by spellsoftruth
Edmund_Genings,,,,,wikipedia as interpreted by spellsoftruth
Edmund_Gennings,,,,,wikipedia as interpreted by spellsoftruth
Edmund_Ignatius_Rice,,,,,wikipedia as interpreted by spellsoftruth
Edmund_Rich,,,,,wikipedia as interpreted by spellsoftruth
Edmund_of_Abingdon,,,,,wikipedia as interpreted by spellsoftruth
Edmund_the_Martyr,,,,,wikipedia as interpreted by spellsoftruth
Edward_Bamber,,,,,wikipedia as interpreted by spellsoftruth
Edward_Burden,,,,,wikipedia as interpreted by spellsoftruth
Edward_Campion,,,,,wikipedia as interpreted by spellsoftruth
Edward_Colman,,,,,wikipedia as interpreted by spellsoftruth
Edward_Fulthrop,,,,,wikipedia as interpreted by spellsoftruth
Edward_Oldcorne,,,,,wikipedia as interpreted by spellsoftruth
Edward_Osbaldeston,,,,,wikipedia as interpreted by spellsoftruth
Edward_Poppe,,,,,wikipedia as interpreted by spellsoftruth
Edward_Powell,,,,,wikipedia as interpreted by spellsoftruth
Edward_Shelley,,,,,wikipedia as interpreted by spellsoftruth
Edward_Stransham,,,,,wikipedia as interpreted by spellsoftruth
Edward_Thwing,,,,,wikipedia as interpreted by spellsoftruth
Edward_Waterson,,,,,wikipedia as interpreted by spellsoftruth
Edward_the_Confessor,,,,,wikipedia as interpreted by spellsoftruth
Edward_the_Martyr,,,,,wikipedia as interpreted by spellsoftruth
Edwin_of_Northumbria,,,,,wikipedia as interpreted by spellsoftruth
Egidio_Maria_of_Saint_Joseph,,,,,wikipedia as interpreted by spellsoftruth
Egilo,,,,,wikipedia as interpreted by spellsoftruth
Eglantyne_Jebb,,,,,wikipedia as interpreted by spellsoftruth
Egwin,,,,,wikipedia as interpreted by spellsoftruth
Egwin_of_Evesham,,,,,wikipedia as interpreted by spellsoftruth
Egwine,,,,,wikipedia as interpreted by spellsoftruth
Eigil,,,,,wikipedia as interpreted by spellsoftruth
Eimhin,,,,,wikipedia as interpreted by spellsoftruth
Einion_Frenin,,,,,wikipedia as interpreted by spellsoftruth
Eithne_and_Sodelb,,,,,wikipedia as interpreted by spellsoftruth
Ekvtime_Takaishvili,,,,,wikipedia as interpreted by spellsoftruth
Elen_(saint),,,,,wikipedia as interpreted by spellsoftruth
Elena_Duglioli,,,,,wikipedia as interpreted by spellsoftruth
Elena_Guerra,,,,,wikipedia as interpreted by spellsoftruth
Elena_Valentinis,,,,,wikipedia as interpreted by spellsoftruth
Elesbaan,,,,,wikipedia as interpreted by spellsoftruth
Eleuchadius,,,,,wikipedia as interpreted by spellsoftruth
Eleutherius_and_Anthia,,,,,wikipedia as interpreted by spellsoftruth
Eleutherius_and_Antia,,,,,wikipedia as interpreted by spellsoftruth
Eleutherius_of_Auxerre,,,,,wikipedia as interpreted by spellsoftruth
Eleutherius_of_Nicomedia,,,,,wikipedia as interpreted by spellsoftruth
Eleutherius_of_Rocca_d%27Arce,,,,,wikipedia as interpreted by spellsoftruth
Eleutherius_of_Tournai,,,,,wikipedia as interpreted by spellsoftruth
Elfleda,,,,,wikipedia as interpreted by spellsoftruth
Elias_I_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Elias_I_of_Jerusalem,,,,,wikipedia as interpreted by spellsoftruth
Elias_and_companions,,,,,wikipedia as interpreted by spellsoftruth
Elias_of_Enna,,,,,wikipedia as interpreted by spellsoftruth
Elias_of_Palestine,,,,,wikipedia as interpreted by spellsoftruth
Elias_the_Hermit,,,,,wikipedia as interpreted by spellsoftruth
Eliphius,,,,,wikipedia as interpreted by spellsoftruth
Elisa_Angela_Meneguzzi,,,,,wikipedia as interpreted by spellsoftruth
Elisabeth_Canori_Mora,,,,,wikipedia as interpreted by spellsoftruth
Elisabetta_Sanna,,,,,wikipedia as interpreted by spellsoftruth
Elisabetta_Vendramini,,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_(biblical_figure),,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_Ann_Seton,,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_Fedde,,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_Fry,,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_Hesselblad,,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_Rose,,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_Rose_(benedict_nun),,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_of_Hungary,,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_of_Portugal,,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_of_Schonau,,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_of_the_Trinity,,,,,wikipedia as interpreted by spellsoftruth
Elizabeth_the_Good,,,,,wikipedia as interpreted by spellsoftruth
Elpidius_the_Cappadocian,,,,,wikipedia as interpreted by spellsoftruth
Elwen,,,,,wikipedia as interpreted by spellsoftruth
Elz%C3%A9ar_of_Sabran,,,,,wikipedia as interpreted by spellsoftruth
Elzear_of_Sabran,,,,,wikipedia as interpreted by spellsoftruth
Emebert,,,,,wikipedia as interpreted by spellsoftruth
Emelia,,,,,wikipedia as interpreted by spellsoftruth
Emerentiana,,,,,wikipedia as interpreted by spellsoftruth
Emeterius_and_Celedonius,,,,,wikipedia as interpreted by spellsoftruth
Emil_Szramek,,,,,wikipedia as interpreted by spellsoftruth
Emilas,,,,,wikipedia as interpreted by spellsoftruth
Emilian_Kovch,,,,,wikipedia as interpreted by spellsoftruth
Emilianus_of_Trevi,,,,,wikipedia as interpreted by spellsoftruth
Emily_de_Rodat,,,,,wikipedia as interpreted by spellsoftruth
Emily_de_Vialar,,,,,wikipedia as interpreted by spellsoftruth
Emma_%C3%9Cffing,,,,,wikipedia as interpreted by spellsoftruth
Emma_of_Lesum,,,,,wikipedia as interpreted by spellsoftruth
Emmanuel_Domingo_y_Sol,,,,,wikipedia as interpreted by spellsoftruth
Emmanuel_Trieu,,,,,wikipedia as interpreted by spellsoftruth
Emmanuel_d%27Abreu,,,,,wikipedia as interpreted by spellsoftruth
Emmelia_of_Caesarea,,,,,wikipedia as interpreted by spellsoftruth
Emygdius,,,,,wikipedia as interpreted by spellsoftruth
Enda_of_Aran,,,,,wikipedia as interpreted by spellsoftruth
Engelbert_II_of_Berg,,,,,wikipedia as interpreted by spellsoftruth
Engelmund,,,,,wikipedia as interpreted by spellsoftruth
Engelmund_of_Velsen,,,,,wikipedia as interpreted by spellsoftruth
Engratia,,,,,wikipedia as interpreted by spellsoftruth
Enmegahbowh,,,,,wikipedia as interpreted by spellsoftruth
Enoder,,,,,wikipedia as interpreted by spellsoftruth
Enodoch,,,,,wikipedia as interpreted by spellsoftruth
Enravota,,,,,wikipedia as interpreted by spellsoftruth
Enrichetta_Alfieri,,,,,wikipedia as interpreted by spellsoftruth
Enrico_Rebuschini,,,,,wikipedia as interpreted by spellsoftruth
Enrique_de_Oss%C3%B3_i_Cervell%C3%B3,,,,,wikipedia as interpreted by spellsoftruth
Eoban,,,,,wikipedia as interpreted by spellsoftruth
Eochod,,,,,wikipedia as interpreted by spellsoftruth
Eorpwald_of_East_Anglia,,,,,wikipedia as interpreted by spellsoftruth
Eosterwine,,,,,wikipedia as interpreted by spellsoftruth
Epaphroditus,,,,,wikipedia as interpreted by spellsoftruth
Epenetus_of_Carthage,,,,,wikipedia as interpreted by spellsoftruth
Ephraim_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Ephraim_of_Pereyaslavl,,,,,wikipedia as interpreted by spellsoftruth
Ephrem_Mtsire,,,,,wikipedia as interpreted by spellsoftruth
Ephrem_the_Syrian,,,,,wikipedia as interpreted by spellsoftruth
Ephysius,,,,,wikipedia as interpreted by spellsoftruth
Epicharis_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Epimachus_of_Pelusium,,,,,wikipedia as interpreted by spellsoftruth
Epiphania_of_Pavia,,,,,wikipedia as interpreted by spellsoftruth
Epiphanius_of_Pavia,,,,,wikipedia as interpreted by spellsoftruth
Epiphanius_of_Salamis,,,,,wikipedia as interpreted by spellsoftruth
Epiphanius_the_Wise,,,,,wikipedia as interpreted by spellsoftruth
Epipodius_and_Alexander,,,,,wikipedia as interpreted by spellsoftruth
Equitius,,,,,wikipedia as interpreted by spellsoftruth
Erasmus_of_Formiae,,,,,wikipedia as interpreted by spellsoftruth
Erastus_of_Paneas,,,,,wikipedia as interpreted by spellsoftruth
Erbin_of_Dumnonia,,,,,wikipedia as interpreted by spellsoftruth
Erc_of_Slane,,,,,wikipedia as interpreted by spellsoftruth
Erconwald,,,,,wikipedia as interpreted by spellsoftruth
Erembert_of_Toulouse,,,,,wikipedia as interpreted by spellsoftruth
Erentrude,,,,,wikipedia as interpreted by spellsoftruth
Erfyl,,,,,wikipedia as interpreted by spellsoftruth
Erhard_of_Regensburg,,,,,wikipedia as interpreted by spellsoftruth
Eric_IX_of_Sweden,,,,,wikipedia as interpreted by spellsoftruth
Erlembald,,,,,wikipedia as interpreted by spellsoftruth
Ermelinde,,,,,wikipedia as interpreted by spellsoftruth
Ermenilda_of_Ely,,,,,wikipedia as interpreted by spellsoftruth
Erminold,,,,,wikipedia as interpreted by spellsoftruth
Ernan,,,,,wikipedia as interpreted by spellsoftruth
Eros_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Eskil_of_Lund,,,,,wikipedia as interpreted by spellsoftruth
Ethelburga_of_Barking,,,,,wikipedia as interpreted by spellsoftruth
Etheldreda,,,,,wikipedia as interpreted by spellsoftruth
Etheldritha,,,,,wikipedia as interpreted by spellsoftruth
Ethernan,,,,,wikipedia as interpreted by spellsoftruth
Eucharius,,,,,wikipedia as interpreted by spellsoftruth
Eucherius_of_Lyon,,,,,wikipedia as interpreted by spellsoftruth
Eucherius_of_Orl%C3%A9ans,,,,,wikipedia as interpreted by spellsoftruth
Eudocia_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Eudokia_of_Heliopolis,,,,,wikipedia as interpreted by spellsoftruth
Eudoxia_of_Moscow,,,,,wikipedia as interpreted by spellsoftruth
Eufronius,,,,,wikipedia as interpreted by spellsoftruth
Eug%C3%A8ne_de_Mazenod,,,,,wikipedia as interpreted by spellsoftruth
Eugendus,,,,,wikipedia as interpreted by spellsoftruth
Eugene_Bossilkov,,,,,wikipedia as interpreted by spellsoftruth
Eugene_Botkin,,,,,wikipedia as interpreted by spellsoftruth
Eugene_de_Mazenod,,,,,wikipedia as interpreted by spellsoftruth
Eugenia_of_Rome,,,,,wikipedia as interpreted by spellsoftruth
Eugenios_of_Trebizond,,,,,wikipedia as interpreted by spellsoftruth
"Eugenius,_Eugander,_and_Abilandius",,,,,wikipedia as interpreted by spellsoftruth
Eugenius_of_Carthage,,,,,wikipedia as interpreted by spellsoftruth
Euhel,,,,,wikipedia as interpreted by spellsoftruth
Eulalia_of_Barcelona,,,,,wikipedia as interpreted by spellsoftruth
Eulalia_of_M%C3%A9rida,,,,,wikipedia as interpreted by spellsoftruth
Eulalia_of_Merida,,,,,wikipedia as interpreted by spellsoftruth
Eulalie_Durocher,,,,,wikipedia as interpreted by spellsoftruth
Eulampius_and_Eulampia,,,,,wikipedia as interpreted by spellsoftruth
Eulogius_of_Alexandria,,,,,wikipedia as interpreted by spellsoftruth
Eulogius_of_C%C3%B3rdoba,,,,,wikipedia as interpreted by spellsoftruth
Eulogius_of_Cordova,,,,,wikipedia as interpreted by spellsoftruth
Euny,,,,,wikipedia as interpreted by spellsoftruth
Euphebius,,,,,wikipedia as interpreted by spellsoftruth
Euphemia,,,,,wikipedia as interpreted by spellsoftruth
Euphrasia_(Eupraxia)_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
Euphrasia_Eluvathingal,,,,,wikipedia as interpreted by spellsoftruth
Euphrasia_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
Euphronius_of_Autun,,,,,wikipedia as interpreted by spellsoftruth
Euphrosyne_of_Alexandria,,,,,wikipedia as interpreted by spellsoftruth
Euphrosyne_of_Polatsk,,,,,wikipedia as interpreted by spellsoftruth
Euphrosyne_of_Polotsk,,,,,wikipedia as interpreted by spellsoftruth
Euphrosynus_of_Pskov,,,,,wikipedia as interpreted by spellsoftruth
Euplius,,,,,wikipedia as interpreted by spellsoftruth
Euplus,,,,,wikipedia as interpreted by spellsoftruth
Eurosia,,,,,wikipedia as interpreted by spellsoftruth
Eurosia_Fabris,,,,,wikipedia as interpreted by spellsoftruth
Eusebia_Palomino_Yenes,,,,,wikipedia as interpreted by spellsoftruth
Eusebius,,,,,wikipedia as interpreted by spellsoftruth
Eusebius_(bishop_of_Milan),,,,,wikipedia as interpreted by spellsoftruth
Eusebius_of_Cremona,,,,,wikipedia as interpreted by spellsoftruth
Eusebius_of_M%C3%A2con,,,,,wikipedia as interpreted by spellsoftruth
Eusebius_of_Rome,,,,,wikipedia as interpreted by spellsoftruth
Eusebius_of_Samosata,,,,,wikipedia as interpreted by spellsoftruth
Eusebius_of_Vercelli,,,,,wikipedia as interpreted by spellsoftruth
Eusebius_the_Hermit,,,,,wikipedia as interpreted by spellsoftruth
Eusebonas,,,,,wikipedia as interpreted by spellsoftruth
Eusignius,,,,,wikipedia as interpreted by spellsoftruth
Eustace_White,,,,,wikipedia as interpreted by spellsoftruth
Eustasius_of_Aosta,,,,,wikipedia as interpreted by spellsoftruth
Eustathius_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Eustochia_Smeralda_Calafato,,,,,wikipedia as interpreted by spellsoftruth
Eustochium,,,,,wikipedia as interpreted by spellsoftruth
Eustochius,,,,,wikipedia as interpreted by spellsoftruth
Eustorgius_I,,,,,wikipedia as interpreted by spellsoftruth
Eustorgius_II,,,,,wikipedia as interpreted by spellsoftruth
"Euthalia,_Virgin_Martyr",,,,,wikipedia as interpreted by spellsoftruth
Euthymios_(Agritellis),,,,,wikipedia as interpreted by spellsoftruth
Euthymius_II_of_Novgorod,,,,,wikipedia as interpreted by spellsoftruth
Euthymius_of_Sardis,,,,,wikipedia as interpreted by spellsoftruth
Euthymius_the_Athonite,,,,,wikipedia as interpreted by spellsoftruth
Euthymius_the_Great,,,,,wikipedia as interpreted by spellsoftruth
Eutropius_of_Orange,,,,,wikipedia as interpreted by spellsoftruth
Eutropius_of_Saintes,,,,,wikipedia as interpreted by spellsoftruth
Eutychius_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
Evasius,,,,,wikipedia as interpreted by spellsoftruth
Evdokia_Urusova,,,,,wikipedia as interpreted by spellsoftruth
Evellius,,,,,wikipedia as interpreted by spellsoftruth
Evelyn_Underhill,,,,,wikipedia as interpreted by spellsoftruth
Everald_Hanse,,,,,wikipedia as interpreted by spellsoftruth
Everilda,,,,,wikipedia as interpreted by spellsoftruth
Evodius,,,,,wikipedia as interpreted by spellsoftruth
Ewostatewos,,,,,wikipedia as interpreted by spellsoftruth
Exarchate_of_Ravenna,,,,,wikipedia as interpreted by spellsoftruth
Expeditus,,,,,wikipedia as interpreted by spellsoftruth
Exsuperius,,,,,wikipedia as interpreted by spellsoftruth
Exuperantia,,,,,wikipedia as interpreted by spellsoftruth
Exuperius,,,,,wikipedia as interpreted by spellsoftruth
Exuperius_(Theban_Legion),,,,,wikipedia as interpreted by spellsoftruth
Exuperius_and_Zoe,,,,,wikipedia as interpreted by spellsoftruth
Eysteinn_Erlendsson,,,,,wikipedia as interpreted by spellsoftruth
Ezana_of_Axum,,,,,wikipedia as interpreted by spellsoftruth
Ezekiel_Moreno_y_Diaz,,,,,wikipedia as interpreted by spellsoftruth
Ezequi%C3%A9l_Moreno_y_D%C3%ADaz,,,,,wikipedia as interpreted by spellsoftruth
F%C3%A9ch%C3%ADn_of_Fore,,,,,wikipedia as interpreted by spellsoftruth
Fabrizio_(bishop),,,,,wikipedia as interpreted by spellsoftruth
Fachtna_of_Kiltoom,,,,,wikipedia as interpreted by spellsoftruth
Fachtna_of_Rosscarbery,,,,,wikipedia as interpreted by spellsoftruth
Fagan_(saint),,,,,wikipedia as interpreted by spellsoftruth
Fanchea,,,,,wikipedia as interpreted by spellsoftruth
Fandila,,,,,wikipedia as interpreted by spellsoftruth
Fantinus,,,,,wikipedia as interpreted by spellsoftruth
Fausta_and_Evilasius,,,,,wikipedia as interpreted by spellsoftruth
Fausta_of_Sirmium,,,,,wikipedia as interpreted by spellsoftruth
Faustina_Kowalska,,,,,wikipedia as interpreted by spellsoftruth
Faustinus_and_Jovita,,,,,wikipedia as interpreted by spellsoftruth
Faustinus_of_Brescia,,,,,wikipedia as interpreted by spellsoftruth
"Faustus,_Abibus_and_Dionysius_of_Alexandria",,,,,wikipedia as interpreted by spellsoftruth
Faustus_of_Milan,,,,,wikipedia as interpreted by spellsoftruth
Faustus_of_Riez,,,,,wikipedia as interpreted by spellsoftruth
Fazzio,,,,,wikipedia as interpreted by spellsoftruth
Febronia_of_Nisibis,,,,,wikipedia as interpreted by spellsoftruth
Fechin,,,,,wikipedia as interpreted by spellsoftruth
Fedelmid_mac_Crimthainn,,,,,wikipedia as interpreted by spellsoftruth
Federico_Albert,,,,,wikipedia as interpreted by spellsoftruth
Felec_of_Cornwall,,,,,wikipedia as interpreted by spellsoftruth
Felician_of_Foligno,,,,,wikipedia as interpreted by spellsoftruth
Felicissimus,,,,,wikipedia as interpreted by spellsoftruth
Felicissimus_and_Agapitus,,,,,wikipedia as interpreted by spellsoftruth
Felicitas_of_Padua,,,,,wikipedia as interpreted by spellsoftruth
Felicitas_of_Rome,,,,,wikipedia as interpreted by spellsoftruth
Felicula,,,,,wikipedia as interpreted by spellsoftruth
Felinus_and_Gratian,,,,,wikipedia as interpreted by spellsoftruth
"Felix,_Fortunatus,_and_Achilleus",,,,,wikipedia as interpreted by spellsoftruth
Felix_and_Adauctius,,,,,wikipedia as interpreted by spellsoftruth
Felix_and_Adauctus,,,,,wikipedia as interpreted by spellsoftruth
Felix_and_Costanza,,,,,wikipedia as interpreted by spellsoftruth
Felix_and_Regula,,,,,wikipedia as interpreted by spellsoftruth
